Station ID,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS02353,"1474 Dubai Ave, Dubai",AC Level 1,0.24,9:00-18:00,8.68,44,Ionity,150,CCS,2018,Yes,4.8,4,Annually
EVS02354,"7387 Cape Town Ave, Cape Town",DC Fast Charger,0.20,9:00-18:00,3.58,97,EVgo,22,"CCS, CHAdeMO",2022,Yes,3.5,4,Quarterly
EVS02355,"6468 Toronto Ave, Toronto",AC Level 2,0.10,9:00-18:00,7.19,55,EVgo,22,"Type 2, CHAdeMO",2011,Yes,4.7,9,Annually
EVS02356,"7977 Berlin Ave, Berlin",AC Level 2,0.23,24/7,14.21,45,EVgo,50,CCS,2018,No,4.0,8,Monthly
EVS02357,"3903 Dubai Ave, Dubai",DC Fast Charger,0.16,9:00-18:00,3.68,80,Tesla,150,Tesla,2014,Yes,3.5,6,Annually
EVS02358,"4639 Beijing Ave, Beijing",DC Fast Charger,0.30,6:00-22:00,7.99,46,Tesla,50,Type 2,2013,Yes,4.9,8,Annually
EVS02359,"1967 Seoul Ave, Seoul",AC Level 1,0.44,6:00-22:00,12.76,42,Greenlots,22,Type 2,2013,Yes,4.7,3,Quarterly
EVS02360,"7244 Sydney Ave, Sydney",AC Level 2,0.42,9:00-18:00,1.96,13,Ionity,350,Type 2,2016,No,3.9,8,Annually
EVS02361,"7418 Random Rd, City 4, Country",AC Level 1,0.46,6:00-22:00,5.21,62,Greenlots,350,"Type 2, CCS",2021,No,4.7,2,Annually
EVS02362,"6908 Mexico City Ave, Mexico City",AC Level 2,0.44,24/7,11.85,43,EVgo,50,CHAdeMO,2017,Yes,3.8,2,Annually
EVS02363,"1828 Dubai Ave, Dubai",AC Level 2,0.19,9:00-18:00,4.57,17,Ionity,22,"CHAdeMO, Type 2",2015,No,4.5,2,Monthly
EVS02364,"393 Toronto Ave, Toronto",DC Fast Charger,0.30,6:00-22:00,5.78,83,EVgo,350,"Tesla, CHAdeMO",2011,Yes,3.9,5,Quarterly
EVS02365,"2302 Dubai Ave, Dubai",AC Level 2,0.17,9:00-18:00,3.58,74,ChargePoint,150,"Type 2, Tesla",2020,Yes,4.6,5,Quarterly
EVS02366,"8663 Mexico City Ave, Mexico City",AC Level 1,0.37,9:00-18:00,16.67,84,Tesla,350,"Type 2, CHAdeMO",2010,No,4.0,5,Quarterly
EVS02367,"5617 Los Angeles Ave, Los Angeles",DC Fast Charger,0.23,6:00-22:00,13.58,27,EVgo,22,"CCS, Type 2",2016,Yes,3.7,4,Quarterly
EVS02368,"4263 Cape Town Ave, Cape Town",AC Level 1,0.22,6:00-22:00,3.64,64,Tesla,22,CCS,2015,No,3.8,10,Annually
EVS02369,"7093 Berlin Ave, Berlin",DC Fast Charger,0.33,6:00-22:00,7.41,97,EVgo,50,"Type 2, Tesla",2015,No,3.4,3,Quarterly
EVS02370,"5713 Moscow Ave, Moscow",DC Fast Charger,0.40,24/7,9.55,97,Greenlots,22,CCS,2021,No,4.8,4,Monthly
EVS02371,"9721 Random Rd, City 203, Country",AC Level 1,0.38,24/7,4.93,12,EVgo,150,"Tesla, CCS",2021,Yes,3.3,1,Annually
EVS02372,"6261 Moscow Ave, Moscow",AC Level 1,0.13,6:00-22:00,19.12,17,ChargePoint,22,CCS,2016,Yes,4.9,1,Annually
EVS02373,"4315 Bangkok Ave, Bangkok",DC Fast Charger,0.20,24/7,15.63,32,Ionity,150,CHAdeMO,2012,Yes,3.4,4,Annually
EVS02374,"8013 Berlin Ave, Berlin",AC Level 1,0.15,6:00-22:00,2.12,80,ChargePoint,350,CHAdeMO,2010,No,4.8,1,Quarterly
EVS02375,"2829 Cape Town Ave, Cape Town",DC Fast Charger,0.15,9:00-18:00,19.16,99,Tesla,50,Type 2,2014,No,4.1,4,Annually
EVS02376,"3294 Bangkok Ave, Bangkok",DC Fast Charger,0.42,24/7,6.72,21,Ionity,150,Tesla,2018,Yes,4.9,4,Annually
EVS02377,"9493 Toronto Ave, Toronto",AC Level 1,0.30,6:00-22:00,17.60,18,Tesla,350,"Tesla, CCS",2021,No,3.5,6,Annually
EVS02378,"3460 Berlin Ave, Berlin",AC Level 1,0.14,24/7,6.17,36,EVgo,50,"CCS, CHAdeMO",2010,No,3.4,5,Annually
EVS02379,"8669 San Francisco Ave, San Francisco",DC Fast Charger,0.47,6:00-22:00,16.51,44,ChargePoint,350,"Type 2, CHAdeMO",2014,No,3.4,10,Monthly
EVS02380,"7911 Toronto Ave, Toronto",DC Fast Charger,0.35,6:00-22:00,9.87,92,Tesla,150,"CHAdeMO, CCS",2014,Yes,3.5,6,Monthly
EVS02381,"7953 Random Rd, City 167, Country",DC Fast Charger,0.16,24/7,2.97,36,EVgo,350,CCS,2010,Yes,4.4,7,Monthly
EVS02382,"2495 Mumbai Ave, Mumbai",AC Level 2,0.37,6:00-22:00,16.97,96,Tesla,150,Type 2,2015,Yes,5.0,3,Monthly
EVS02383,"2651 Cape Town Ave, Cape Town",DC Fast Charger,0.15,6:00-22:00,12.91,11,EVgo,22,"CHAdeMO, Type 2",2018,Yes,4.6,3,Monthly
EVS02384,"7302 Moscow Ave, Moscow",DC Fast Charger,0.42,6:00-22:00,18.62,48,ChargePoint,150,"CCS, Tesla",2010,No,4.8,4,Quarterly
EVS02385,"693 Berlin Ave, Berlin",AC Level 2,0.39,24/7,0.59,79,ChargePoint,22,"Tesla, Type 2",2020,Yes,3.1,10,Monthly
EVS02386,"8740 Los Angeles Ave, Los Angeles",AC Level 2,0.45,6:00-22:00,16.29,71,ChargePoint,350,Tesla,2013,No,3.3,3,Monthly
EVS02387,"8243 Mumbai Ave, Mumbai",AC Level 1,0.21,9:00-18:00,1.68,46,Ionity,22,CCS,2015,No,4.3,10,Annually
EVS02388,"5381 Chicago Ave, Chicago",AC Level 2,0.48,24/7,5.24,57,ChargePoint,50,CCS,2012,Yes,3.7,4,Quarterly
EVS02389,"519 Bangkok Ave, Bangkok",AC Level 1,0.42,9:00-18:00,6.10,69,Tesla,22,"Tesla, CHAdeMO",2022,Yes,3.4,7,Quarterly
EVS02390,"507 Beijing Ave, Beijing",AC Level 2,0.28,9:00-18:00,6.92,45,Greenlots,22,"CHAdeMO, Tesla",2018,No,3.3,6,Quarterly
EVS02391,"8233 Random Rd, City 486, Country",DC Fast Charger,0.10,9:00-18:00,17.50,27,Ionity,50,"CCS, CHAdeMO",2016,Yes,3.7,3,Monthly
EVS02392,"329 Chicago Ave, Chicago",AC Level 2,0.20,24/7,5.99,51,EVgo,350,"Type 2, CHAdeMO",2012,Yes,3.7,1,Annually
EVS02393,"2247 Moscow Ave, Moscow",AC Level 1,0.41,24/7,11.91,80,EVgo,350,"CHAdeMO, CCS",2011,Yes,4.0,1,Monthly
EVS02394,"3400 Mumbai Ave, Mumbai",AC Level 2,0.39,6:00-22:00,0.81,21,EVgo,22,Type 2,2015,No,3.2,7,Annually
EVS02395,"7962 Sydney Ave, Sydney",AC Level 2,0.31,6:00-22:00,1.38,95,Ionity,22,CHAdeMO,2018,Yes,4.5,1,Annually
EVS02396,"6988 Seoul Ave, Seoul",DC Fast Charger,0.50,6:00-22:00,18.20,50,Ionity,50,Type 2,2010,Yes,4.7,9,Quarterly
EVS02397,"7007 Dubai Ave, Dubai",DC Fast Charger,0.42,6:00-22:00,3.66,69,ChargePoint,50,CCS,2011,Yes,4.6,6,Monthly
EVS02398,"7822 Dubai Ave, Dubai",AC Level 1,0.44,9:00-18:00,8.93,21,EVgo,350,"CHAdeMO, Type 2",2011,No,4.1,8,Monthly
EVS02399,"7083 San Francisco Ave, San Francisco",DC Fast Charger,0.13,6:00-22:00,10.64,75,Greenlots,50,Type 2,2019,No,4.0,7,Monthly
EVS02400,"1544 Seoul Ave, Seoul",AC Level 1,0.43,6:00-22:00,5.55,38,ChargePoint,150,"Type 2, Tesla",2022,Yes,5.0,4,Monthly
EVS02401,"8802 Random Rd, City 276, Country",AC Level 2,0.37,6:00-22:00,18.54,15,Tesla,150,"Tesla, CCS",2022,Yes,4.8,1,Quarterly
EVS02402,"9141 Seoul Ave, Seoul",AC Level 2,0.47,6:00-22:00,12.67,94,Ionity,350,CCS,2018,Yes,3.0,2,Quarterly
EVS02403,"2937 Moscow Ave, Moscow",AC Level 1,0.33,24/7,17.29,23,EVgo,150,Tesla,2012,Yes,3.0,3,Quarterly
EVS02404,"466 São Paulo Ave, São Paulo",DC Fast Charger,0.43,24/7,0.97,21,ChargePoint,150,"CCS, CHAdeMO",2020,No,3.6,9,Monthly
EVS02405,"8708 São Paulo Ave, São Paulo",DC Fast Charger,0.19,9:00-18:00,1.12,84,Tesla,50,"CCS, Tesla",2010,Yes,5.0,2,Annually
EVS02406,"1699 Chicago Ave, Chicago",AC Level 1,0.26,24/7,5.12,96,EVgo,150,"Type 2, Tesla",2015,No,3.4,8,Quarterly
EVS02407,"1457 Chicago Ave, Chicago",AC Level 1,0.30,24/7,13.87,17,EVgo,150,"CHAdeMO, Tesla",2019,Yes,4.2,4,Monthly
EVS02408,"5967 Mexico City Ave, Mexico City",AC Level 1,0.17,9:00-18:00,3.31,43,ChargePoint,150,"Type 2, CCS",2014,No,4.3,4,Quarterly
EVS02409,"8466 Sydney Ave, Sydney",DC Fast Charger,0.32,24/7,0.86,70,ChargePoint,150,Type 2,2015,No,4.7,8,Monthly
EVS02410,"6904 Chicago Ave, Chicago",DC Fast Charger,0.40,6:00-22:00,17.97,85,ChargePoint,22,"CHAdeMO, Type 2",2010,Yes,4.0,10,Monthly
EVS02411,"4756 Random Rd, City 352, Country",AC Level 2,0.14,6:00-22:00,14.95,83,EVgo,350,"Type 2, CCS",2013,No,3.5,6,Monthly
EVS02412,"1226 Sydney Ave, Sydney",DC Fast Charger,0.37,9:00-18:00,4.30,37,ChargePoint,22,CCS,2019,No,4.2,4,Quarterly
EVS02413,"5439 Moscow Ave, Moscow",AC Level 1,0.48,6:00-22:00,16.80,90,Tesla,350,"Type 2, CHAdeMO",2018,No,4.5,1,Quarterly
EVS02414,"6482 Beijing Ave, Beijing",DC Fast Charger,0.30,6:00-22:00,15.88,43,Ionity,150,CCS,2014,Yes,4.6,9,Quarterly
EVS02415,"9936 Beijing Ave, Beijing",DC Fast Charger,0.39,9:00-18:00,16.46,48,Ionity,50,Type 2,2015,No,4.0,5,Monthly
EVS02416,"2317 Mexico City Ave, Mexico City",DC Fast Charger,0.42,9:00-18:00,16.92,67,ChargePoint,150,Tesla,2019,Yes,3.2,1,Monthly
EVS02417,"7935 Dubai Ave, Dubai",AC Level 2,0.48,6:00-22:00,9.76,66,Ionity,150,"CHAdeMO, Tesla",2015,No,4.4,10,Quarterly
EVS02418,"7210 Chicago Ave, Chicago",AC Level 2,0.27,24/7,3.32,82,Ionity,50,"CHAdeMO, CCS",2016,No,3.3,8,Annually
EVS02419,"882 São Paulo Ave, São Paulo",AC Level 2,0.32,6:00-22:00,3.53,55,Greenlots,150,CHAdeMO,2014,Yes,4.3,8,Monthly
EVS02420,"292 Los Angeles Ave, Los Angeles",AC Level 2,0.20,9:00-18:00,4.99,64,ChargePoint,50,CCS,2015,Yes,4.8,10,Annually
EVS02421,"5585 Random Rd, City 162, Country",AC Level 2,0.19,6:00-22:00,8.97,65,Ionity,350,"Type 2, CHAdeMO",2018,Yes,4.3,2,Quarterly
EVS02422,"3647 Beijing Ave, Beijing",AC Level 1,0.38,9:00-18:00,18.38,69,ChargePoint,350,CCS,2020,Yes,4.2,5,Monthly
EVS02423,"6258 Los Angeles Ave, Los Angeles",DC Fast Charger,0.22,9:00-18:00,5.19,35,Tesla,22,"CCS, Type 2",2012,Yes,3.1,2,Annually
EVS02424,"9617 Mexico City Ave, Mexico City",AC Level 1,0.34,24/7,7.70,93,ChargePoint,350,Type 2,2020,Yes,4.1,10,Quarterly
EVS02425,"8321 Los Angeles Ave, Los Angeles",DC Fast Charger,0.37,6:00-22:00,7.60,59,Ionity,350,Type 2,2022,Yes,3.9,7,Monthly
EVS02426,"6149 Los Angeles Ave, Los Angeles",AC Level 2,0.23,24/7,14.03,51,Greenlots,50,"Tesla, CHAdeMO",2022,Yes,4.6,10,Quarterly
EVS02427,"7115 Chicago Ave, Chicago",AC Level 2,0.25,24/7,4.36,89,Greenlots,150,Type 2,2011,Yes,3.9,8,Monthly
EVS02428,"449 Dubai Ave, Dubai",DC Fast Charger,0.24,9:00-18:00,10.11,55,ChargePoint,150,"Type 2, CCS",2010,Yes,4.7,10,Quarterly
EVS02429,"2608 Berlin Ave, Berlin",AC Level 1,0.24,9:00-18:00,3.14,93,Tesla,150,"CHAdeMO, Tesla",2019,No,3.1,5,Annually
EVS02430,"7868 San Francisco Ave, San Francisco",AC Level 1,0.30,24/7,13.90,92,ChargePoint,350,CCS,2016,Yes,4.6,6,Annually
EVS02431,"7320 Random Rd, City 139, Country",DC Fast Charger,0.11,24/7,6.27,42,Greenlots,22,CCS,2016,Yes,3.3,6,Quarterly
EVS02432,"168 São Paulo Ave, São Paulo",DC Fast Charger,0.27,6:00-22:00,3.11,23,Tesla,350,"Type 2, CHAdeMO",2018,No,5.0,5,Monthly
EVS02433,"770 Chicago Ave, Chicago",AC Level 2,0.26,6:00-22:00,0.75,63,Tesla,50,"Tesla, CHAdeMO",2014,No,3.1,2,Monthly
EVS02434,"700 Toronto Ave, Toronto",DC Fast Charger,0.22,6:00-22:00,1.59,31,Greenlots,22,Tesla,2023,No,4.0,5,Annually
EVS02435,"5472 Toronto Ave, Toronto",DC Fast Charger,0.35,9:00-18:00,0.87,35,ChargePoint,350,"CHAdeMO, CCS",2013,Yes,4.4,1,Annually
EVS02436,"4898 Bangkok Ave, Bangkok",DC Fast Charger,0.39,9:00-18:00,12.51,41,ChargePoint,350,"CHAdeMO, Tesla",2015,No,3.0,5,Annually
EVS02437,"1871 Moscow Ave, Moscow",AC Level 2,0.43,6:00-22:00,6.65,73,Greenlots,150,CHAdeMO,2018,Yes,3.6,7,Quarterly
EVS02438,"5607 Los Angeles Ave, Los Angeles",DC Fast Charger,0.15,6:00-22:00,1.02,78,Ionity,150,CCS,2015,No,4.3,8,Quarterly
EVS02439,"4930 Berlin Ave, Berlin",AC Level 1,0.16,24/7,15.98,13,Tesla,22,Type 2,2011,Yes,4.4,6,Monthly
EVS02440,"9767 Toronto Ave, Toronto",AC Level 1,0.23,24/7,10.44,23,Ionity,150,"CHAdeMO, Tesla",2018,No,4.6,9,Monthly
EVS02441,"6005 Random Rd, City 418, Country",AC Level 1,0.24,24/7,9.00,39,Greenlots,50,Tesla,2014,No,3.3,7,Quarterly
EVS02442,"732 Toronto Ave, Toronto",AC Level 2,0.49,6:00-22:00,11.63,64,EVgo,50,"CHAdeMO, Type 2",2017,No,3.4,10,Quarterly
EVS02443,"6862 San Francisco Ave, San Francisco",AC Level 1,0.15,24/7,12.90,58,ChargePoint,350,Tesla,2016,No,4.8,2,Quarterly
EVS02444,"7804 Sydney Ave, Sydney",AC Level 2,0.13,6:00-22:00,7.39,65,EVgo,50,Tesla,2012,No,4.2,3,Monthly
EVS02445,"2432 Mexico City Ave, Mexico City",DC Fast Charger,0.38,24/7,11.75,19,Greenlots,150,Type 2,2019,No,3.8,4,Quarterly
EVS02446,"8886 Beijing Ave, Beijing",AC Level 2,0.45,6:00-22:00,14.21,40,Tesla,150,CCS,2014,No,3.6,8,Monthly
EVS02447,"8707 Mumbai Ave, Mumbai",AC Level 2,0.18,24/7,11.57,56,EVgo,350,"CCS, Tesla",2018,No,3.3,5,Annually
EVS02448,"6544 Mexico City Ave, Mexico City",AC Level 2,0.29,24/7,4.00,24,Greenlots,22,"CCS, CHAdeMO",2013,No,3.5,10,Monthly
EVS02449,"1426 Dubai Ave, Dubai",DC Fast Charger,0.15,6:00-22:00,3.94,41,Greenlots,350,"CHAdeMO, Tesla",2012,Yes,3.6,10,Monthly
EVS02450,"9821 Berlin Ave, Berlin",DC Fast Charger,0.28,9:00-18:00,6.89,51,Ionity,350,Type 2,2011,Yes,4.9,9,Quarterly
EVS02451,"3175 Random Rd, City 88, Country",AC Level 1,0.35,6:00-22:00,5.97,18,Ionity,350,Type 2,2015,Yes,3.8,10,Quarterly
EVS02452,"9655 Los Angeles Ave, Los Angeles",DC Fast Charger,0.48,24/7,9.72,80,Greenlots,350,Type 2,2015,Yes,4.4,6,Quarterly
EVS02453,"8095 Sydney Ave, Sydney",AC Level 1,0.32,24/7,13.98,93,EVgo,50,Tesla,2022,No,4.6,4,Annually
EVS02454,"8765 Dubai Ave, Dubai",DC Fast Charger,0.12,9:00-18:00,18.97,77,EVgo,50,"Type 2, CCS",2010,Yes,4.6,7,Quarterly
EVS02455,"4679 Mexico City Ave, Mexico City",DC Fast Charger,0.37,9:00-18:00,10.81,59,Ionity,50,Type 2,2019,No,4.4,1,Monthly
EVS02456,"8818 Cape Town Ave, Cape Town",AC Level 1,0.12,24/7,6.57,91,Ionity,50,"Type 2, CHAdeMO",2020,Yes,4.4,10,Monthly
EVS02457,"622 Moscow Ave, Moscow",DC Fast Charger,0.29,9:00-18:00,1.21,49,EVgo,150,"CHAdeMO, Tesla",2015,Yes,3.6,2,Monthly
EVS02458,"5502 Seoul Ave, Seoul",AC Level 1,0.13,6:00-22:00,14.53,42,ChargePoint,22,CHAdeMO,2011,Yes,3.6,9,Quarterly
EVS02459,"599 Seoul Ave, Seoul",DC Fast Charger,0.22,24/7,6.94,70,EVgo,22,"CHAdeMO, Type 2",2019,Yes,3.6,2,Quarterly
EVS02460,"714 Cape Town Ave, Cape Town",AC Level 1,0.37,9:00-18:00,15.05,70,Ionity,150,"CHAdeMO, Type 2",2012,Yes,3.1,5,Annually
EVS02461,"933 Random Rd, City 384, Country",AC Level 2,0.43,9:00-18:00,14.74,11,Ionity,350,"CCS, CHAdeMO",2022,No,3.4,8,Quarterly
EVS02462,"5805 San Francisco Ave, San Francisco",AC Level 2,0.47,24/7,15.38,87,ChargePoint,350,Tesla,2014,No,4.3,7,Quarterly
EVS02463,"2353 San Francisco Ave, San Francisco",AC Level 1,0.28,24/7,10.35,85,Ionity,50,CCS,2019,No,3.9,6,Annually
EVS02464,"5733 Toronto Ave, Toronto",AC Level 2,0.29,9:00-18:00,2.56,16,ChargePoint,350,CHAdeMO,2011,No,3.4,2,Annually
EVS02465,"5333 Moscow Ave, Moscow",DC Fast Charger,0.24,6:00-22:00,3.50,53,EVgo,50,CHAdeMO,2011,Yes,4.4,9,Monthly
EVS02466,"6268 Sydney Ave, Sydney",AC Level 1,0.27,24/7,15.66,48,Greenlots,350,Type 2,2014,No,3.3,10,Monthly
EVS02467,"9038 Beijing Ave, Beijing",AC Level 2,0.10,9:00-18:00,7.27,71,ChargePoint,50,"Tesla, Type 2",2020,No,4.1,7,Monthly
EVS02468,"272 Chicago Ave, Chicago",DC Fast Charger,0.21,9:00-18:00,15.92,56,Ionity,50,"CCS, Tesla",2011,Yes,3.6,8,Monthly
EVS02469,"5055 Dubai Ave, Dubai",AC Level 2,0.10,9:00-18:00,13.09,35,Ionity,150,Tesla,2019,No,4.7,9,Monthly
EVS02470,"5106 Seoul Ave, Seoul",AC Level 2,0.48,24/7,9.67,69,Ionity,150,CCS,2014,Yes,3.6,9,Monthly
EVS02471,"3685 Random Rd, City 97, Country",AC Level 1,0.11,9:00-18:00,10.26,73,ChargePoint,22,"CHAdeMO, Type 2",2017,No,4.6,10,Quarterly
EVS02472,"8956 Beijing Ave, Beijing",DC Fast Charger,0.22,9:00-18:00,2.77,42,EVgo,50,CHAdeMO,2012,Yes,4.7,9,Quarterly
EVS02473,"4505 Beijing Ave, Beijing",DC Fast Charger,0.21,6:00-22:00,18.87,70,ChargePoint,50,Tesla,2021,Yes,3.2,9,Annually
EVS02474,"8997 Bangkok Ave, Bangkok",AC Level 2,0.28,6:00-22:00,6.44,29,Greenlots,22,"CCS, Type 2",2015,Yes,3.6,1,Monthly
EVS02475,"4190 Los Angeles Ave, Los Angeles",AC Level 1,0.25,6:00-22:00,18.70,86,Ionity,50,"Type 2, CHAdeMO",2020,Yes,3.5,10,Quarterly
EVS02476,"7407 Mumbai Ave, Mumbai",AC Level 2,0.15,9:00-18:00,19.10,77,ChargePoint,50,"CHAdeMO, Tesla",2014,Yes,4.8,6,Annually
EVS02477,"3069 Beijing Ave, Beijing",AC Level 2,0.29,24/7,8.72,27,Tesla,150,Type 2,2012,Yes,3.2,5,Monthly
EVS02478,"4624 Moscow Ave, Moscow",DC Fast Charger,0.30,9:00-18:00,14.47,84,Tesla,150,Type 2,2017,No,4.4,2,Quarterly
EVS02479,"4695 Dubai Ave, Dubai",DC Fast Charger,0.39,9:00-18:00,17.86,21,Ionity,150,Type 2,2023,Yes,4.1,5,Quarterly
EVS02480,"5138 Chicago Ave, Chicago",DC Fast Charger,0.26,6:00-22:00,9.36,20,Tesla,150,CHAdeMO,2023,Yes,3.8,10,Quarterly
EVS02481,"5369 Random Rd, City 418, Country",AC Level 1,0.19,9:00-18:00,2.20,88,Greenlots,22,"Type 2, Tesla",2013,Yes,3.0,4,Annually
EVS02482,"2664 Berlin Ave, Berlin",DC Fast Charger,0.42,9:00-18:00,4.72,31,EVgo,22,CCS,2021,No,4.5,10,Monthly
EVS02483,"2346 Beijing Ave, Beijing",DC Fast Charger,0.45,6:00-22:00,10.97,81,Ionity,50,CHAdeMO,2018,No,4.3,4,Monthly
EVS02484,"152 Los Angeles Ave, Los Angeles",DC Fast Charger,0.23,6:00-22:00,13.26,72,EVgo,50,"CCS, CHAdeMO",2012,No,4.9,7,Quarterly
EVS02485,"4909 Bangkok Ave, Bangkok",DC Fast Charger,0.41,9:00-18:00,5.77,28,ChargePoint,150,"Tesla, CCS",2012,No,3.7,7,Monthly
EVS02486,"4671 Moscow Ave, Moscow",AC Level 2,0.11,6:00-22:00,9.98,85,EVgo,22,Tesla,2016,No,3.8,2,Annually
EVS02487,"1661 Chicago Ave, Chicago",DC Fast Charger,0.36,6:00-22:00,13.94,72,Ionity,50,CHAdeMO,2020,Yes,3.9,5,Monthly
EVS02488,"1534 Chicago Ave, Chicago",DC Fast Charger,0.21,24/7,1.81,100,Ionity,150,"CHAdeMO, Tesla",2010,No,3.6,4,Quarterly
EVS02489,"8309 Toronto Ave, Toronto",AC Level 1,0.37,6:00-22:00,19.40,72,EVgo,150,Tesla,2016,Yes,3.5,5,Quarterly
EVS02490,"1898 Cape Town Ave, Cape Town",AC Level 1,0.20,6:00-22:00,12.56,60,Tesla,350,"CHAdeMO, CCS",2017,Yes,4.8,3,Annually
EVS02491,"532 Random Rd, City 82, Country",AC Level 2,0.33,6:00-22:00,7.70,33,Greenlots,350,CCS,2019,No,3.8,6,Monthly
EVS02492,"910 Berlin Ave, Berlin",AC Level 1,0.30,24/7,6.00,27,EVgo,50,Tesla,2022,Yes,3.4,9,Annually
EVS02493,"6825 Dubai Ave, Dubai",AC Level 2,0.25,24/7,3.13,14,ChargePoint,350,"Tesla, CCS",2011,Yes,4.8,10,Quarterly
EVS02494,"7203 Toronto Ave, Toronto",AC Level 1,0.22,6:00-22:00,4.36,83,Ionity,350,"Type 2, CCS",2022,Yes,4.4,1,Quarterly
EVS02495,"5027 Mexico City Ave, Mexico City",AC Level 2,0.26,9:00-18:00,4.92,15,Tesla,350,CCS,2011,Yes,3.1,2,Annually
EVS02496,"8134 Chicago Ave, Chicago",AC Level 1,0.36,24/7,8.98,27,Greenlots,50,Tesla,2023,Yes,3.4,3,Annually
EVS02497,"3977 San Francisco Ave, San Francisco",AC Level 1,0.23,9:00-18:00,12.95,64,Ionity,50,"Tesla, CHAdeMO",2021,No,3.3,10,Annually
EVS02498,"7681 Mexico City Ave, Mexico City",AC Level 2,0.10,6:00-22:00,5.63,42,ChargePoint,22,"CCS, CHAdeMO",2012,Yes,3.8,10,Quarterly
EVS02499,"2607 Moscow Ave, Moscow",DC Fast Charger,0.33,24/7,3.25,45,ChargePoint,22,"Type 2, CHAdeMO",2022,Yes,4.6,9,Annually
EVS02500,"5372 Berlin Ave, Berlin",DC Fast Charger,0.14,9:00-18:00,4.50,66,Greenlots,50,"CCS, Type 2",2023,No,3.2,8,Annually
EVS02501,"606 Random Rd, City 363, Country",AC Level 2,0.47,24/7,3.54,31,EVgo,50,"Tesla, Type 2",2020,No,4.1,8,Quarterly
EVS02502,"7196 Cape Town Ave, Cape Town",AC Level 1,0.26,9:00-18:00,19.22,82,EVgo,22,"Tesla, CCS",2020,Yes,3.8,10,Quarterly
EVS02503,"4767 Sydney Ave, Sydney",AC Level 1,0.26,24/7,13.96,56,EVgo,22,"Type 2, CHAdeMO",2013,Yes,4.5,4,Monthly
EVS02504,"3868 Seoul Ave, Seoul",DC Fast Charger,0.11,6:00-22:00,15.60,100,ChargePoint,50,Type 2,2017,Yes,3.3,7,Annually
EVS02505,"4748 San Francisco Ave, San Francisco",AC Level 1,0.19,9:00-18:00,12.70,62,Ionity,350,Type 2,2020,No,4.4,1,Quarterly
EVS02506,"1066 Berlin Ave, Berlin",DC Fast Charger,0.41,6:00-22:00,8.78,49,EVgo,150,"Tesla, Type 2",2016,No,3.6,3,Annually
EVS02507,"1502 São Paulo Ave, São Paulo",AC Level 2,0.37,24/7,6.85,59,Greenlots,22,CCS,2022,No,3.7,2,Annually
EVS02508,"3160 Moscow Ave, Moscow",AC Level 1,0.26,9:00-18:00,18.02,30,Ionity,350,"CHAdeMO, CCS",2023,No,4.7,3,Monthly
EVS02509,"9759 Sydney Ave, Sydney",AC Level 2,0.36,6:00-22:00,9.39,16,EVgo,350,Tesla,2013,No,4.7,5,Quarterly
EVS02510,"8451 Seoul Ave, Seoul",DC Fast Charger,0.36,24/7,1.32,88,EVgo,150,Tesla,2012,No,4.6,9,Monthly
EVS02511,"6020 Random Rd, City 250, Country",AC Level 1,0.27,6:00-22:00,14.93,12,Ionity,22,"CCS, Tesla",2021,No,4.1,7,Annually
EVS02512,"6911 São Paulo Ave, São Paulo",AC Level 1,0.14,24/7,1.15,64,Tesla,50,"Tesla, Type 2",2017,Yes,3.0,2,Monthly
EVS02513,"4949 São Paulo Ave, São Paulo",AC Level 1,0.21,9:00-18:00,6.32,62,Greenlots,50,"CCS, Tesla",2011,Yes,4.7,1,Monthly
EVS02514,"9727 Chicago Ave, Chicago",AC Level 1,0.31,6:00-22:00,18.59,80,EVgo,150,"Type 2, CCS",2013,No,4.4,2,Annually
EVS02515,"7763 Mexico City Ave, Mexico City",DC Fast Charger,0.48,9:00-18:00,13.15,96,Greenlots,150,Type 2,2011,Yes,4.7,1,Quarterly
EVS02516,"826 Moscow Ave, Moscow",DC Fast Charger,0.32,24/7,4.23,68,Greenlots,150,Type 2,2020,Yes,3.1,10,Quarterly
EVS02517,"2961 Moscow Ave, Moscow",DC Fast Charger,0.40,24/7,15.74,13,EVgo,50,Type 2,2021,No,4.9,2,Annually
EVS02518,"8954 Mexico City Ave, Mexico City",AC Level 2,0.44,9:00-18:00,12.98,86,Ionity,150,CHAdeMO,2014,Yes,4.9,6,Monthly
EVS02519,"4353 Beijing Ave, Beijing",DC Fast Charger,0.40,6:00-22:00,16.71,18,Ionity,350,CCS,2012,Yes,3.2,2,Quarterly
EVS02520,"3028 São Paulo Ave, São Paulo",AC Level 2,0.26,9:00-18:00,8.51,57,Tesla,150,"Tesla, CHAdeMO",2016,Yes,4.2,8,Annually
EVS02521,"1410 Random Rd, City 500, Country",DC Fast Charger,0.21,24/7,13.21,55,Ionity,150,"CHAdeMO, Type 2",2020,No,3.2,10,Annually
EVS02522,"7043 Dubai Ave, Dubai",AC Level 2,0.42,9:00-18:00,9.06,83,ChargePoint,22,CCS,2017,Yes,3.8,4,Monthly
